name,e-number,toxicity,origin,clasif,link
Cera de Parafina,E905c,- - -,---,---,/2016/01/E905c.html
Parafina Líquida de Viscosidad Alta,E905d,- - -,---,---,/2016/01/E905d.html
Parafina Líquida de Viscosidad Media y Baja/ Categoría 1,E905e,- - -,---,---,/2016/01/E905e.html
Parafina Líquida de Viscosidad Media y Baja/ Categoría 2,E905f,- - -,---,---,/2016/01/E905f.html
Parafina Líquida de Viscosidad Media y Baja/ Categoría 3,E905g,- - -,---,---,/2016/01/E905g.html
Goma de Benzoína,E906,- - -,---,---,/2016/01/E906.html
Poli Deceno Hidrogenado,E907,Alta,---,---,/2016/01/E907.html
Cera de Salvado de Arroz,E908,- - -,---,---,/2016/01/E908.html
Cera de Esperma de Ballena,E909,- - -,---,---,/2016/01/E909.html
Ésteres de Cera,E910,- - -,---,---,/2016/01/E910.html
Ésteres Metílicos de Ácidos Grasos,E911,- - -,---,---,/2016/01/E911.html
Ésteres de Ácido Montánico,E912,Media,---,---,/2016/01/E912.html
Cera de Lana/ Lanolina,E913,Baja,---,---,/2016/01/E913.html
Cera de Polietileno Oxidada,E914,Alta,---,---,/2016/01/E914.html
Ésteres de Glicerina/ Metílico o Pentaeritrítico de Colofonia Parcialmente Hidrogenada o Polimerizada,E915,- - -,---,---,/2016/01/E915.html
Yodato de Calcio,E916,- - -,---,---,/2016/01/E916.html
Yodato de Potasio,E917,- - -,---,---,/2016/01/E917.html
Óxidos de Nitrógeno,E918,- - -,---,---,/2016/01/E918.html
Cloruro de Nitrosilo,E919,- - -,---,---,/2016/01/E919.html
L-Cisteína y Clorhidratos de Cisteína,E920,Baja,---,---,/2016/01/E920.html
L-Cistina y Clorhidratos de Cistina,E921,- - -,---,---,/2016/01/E921.html
Persulfato de Potasio,E922,- - -,---,---,/2016/01/E922.html
Persulfato de Amonio,E923,- - -,---,---,/2016/01/E923.html
Bromato de Potasio,E924a,- - -,---,---,/2016/01/E924a.html
Bromato de Calcio,E924b,- - -,---,---,/2016/01/E924b.html
Cloro,E925,- - -,---,---,/2016/01/E925.html
Dióxido de Cloro,E926,- - -,---,---,/2016/01/E926.html
Azodicarbonamida,E927a,Alta,---,---,/2016/01/E927a.html
Carbamida,E927b,Baja,---,---,/2016/01/E927b.html
Peróxido de Benzoilo,E928,- - -,---,---,/2016/01/E928.html
Peróxido de Acetona,E929,- - -,---,---,/2016/01/E929.html
Peróxido de Calcio,E930,- - -,---,---,/2016/01/E930.html
Argón,E938,Baja,---,---,/2016/01/E938.html
Helio,E939,Baja,---,---,/2016/01/E939.html
Diclorodifluorometano,E940,- - -,---,---,/2016/01/E940.html
Nitrógeno,E941,Baja,---,---,/2016/01/E941.html
Óxido Nitroso,E942,Baja,---,---,/2016/01/E942.html
Butano,E943a,Alta,---,---,/2016/01/E943a.html
Isobutano,E943b,Alta,---,---,/2016/01/E943b.html
Propano,E944,Alta,---,---,/2016/01/E944.html
Cloropentafluoroetano,E945,- - -,---,---,/2016/01/E945.html
Octafluorociclobutano,E946,- - -,---,---,/2016/01/E946.html
Oxígeno,E948,Baja,---,---,/2016/01/E948.html
Hidrógeno,E949,Baja,---,---,/2016/01/E949.html
Acesulfamo K,E950,Alta,---,---,/2016/01/E950.html
Aspartamo,E951,Alta,---,---,/2016/01/E951.html
Ácido Ciclámico/ Sales de Sodio y Calcio,E952,Alta,---,---,/2016/01/E952.html
Ácido Ciclámico,E952i,Alta,---,---,/2016/01/E952i.html
Ciclamato Sódico,E952ii,Alta,---,---,/2016/01/E952ii.html
Ciclamato Cálcico,E952iii,Alta,---,---,/2016/01/E952iii.html
Isomaltosa,E953,Baja,---,---,/2016/01/E953.html
Sacarina/ Sales de Sodio/ Potasio y Calcio,E954,Alta,---,---,/2016/01/E954.html
Sacarina,E954i,Alta,---,---,/2016/01/E954i.html
Sacarina Sódica,E954ii,Alta,---,---,/2016/01/E954ii.html
Sacarina Potásica,E954iii,Alta,---,---,/2016/01/E954iii.html
Sacarina Cálcica,E954iv,Alta,---,---,/2016/01/E954iv.html
Sucralosa,E955,Alta,---,---,/2016/01/E955.html
Alitamo,E956,- - -,---,---,/2016/01/E956.html
Taumatina,E957,Baja,---,---,/2016/01/E957.html
Glicirricina,E958,Alta,---,---,/2016/01/E958.html
Neohesperidina Dihidrocalcona,E959,Media,---,---,/2016/01/E959.html
Glucósidos de Esteviol,E960,Media,---,---,/2016/01/E960.html
Neotamo,E961,Alta,---,---,/2016/01/E961.html
Sal de Aspartamo y Acesulfamo,E962,Alta,---,---,/2016/01/E962.html
Tagatosa,E963,Baja,---,---,/2016/01/E963.html
Jarabe de Poliglicitol,E964,- - -,---,---,/2016/01/E964.html
Maltitol y Jarabe de Maltitol,E965,Media,---,---,/2016/01/E965.html
Maltitol,E965i,Media,---,---,/2016/01/E965i.html
Jarabe de Maltitol,E965ii,Media,---,---,/2016/01/E965ii.html
Lactitol,E966,Media,---,---,/2016/01/E966.html
Xilitol,E967,Baja,---,---,/2016/01/E967.html
Eritritol,E968,Baja,---,---,/2016/01/E968.html
Advantamo,E969,Media,---,---,/2016/01/E969.html
Extracto de Quillay,E999,Media,---,---,/2016/01/E999.html
Ácido Cólico,E1000,- - -,---,---,/2016/01/E1000.html
Sales y Ésteres de Colina,E1001,- - -,---,---,/2016/01/E1001.html
Acetato de Colina,E1001i,- - -,---,---,/2016/01/E1001i.html
Carbonato de Colina,E1001ii,- - -,---,---,/2016/01/E1001ii.html
Cloruro de Colina,E1001iii,- - -,---,---,/2016/01/E1001iii.html
Citrato de Colina,E1001iv,- - -,---,---,/2016/01/E1001iv.html
Tartrato de Colina,E1001v,- - -,---,---,/2016/01/E1001v.html
Lactato de Colina,E1001vi,- - -,---,---,/2016/01/E1001vi.html
Amilasas,E1100,Media,---,---,/2016/01/E1100.html
Peptidasas,E1101,- - -,---,---,/2016/01/E1101.html
Peptidasa,E1101i,- - -,---,---,/2016/01/E1101i.html
Papaína,E1101ii,- - -,---,---,/2016/01/E1101ii.html
Bromelina,E1101iii,- - -,---,---,/2016/01/E1101iii.html
Ficina,E1101iv,- - -,---,---,/2016/01/E1101iv.html
Glucosa Oxidasa,E1102,- - -,---,---,/2016/01/E1102.html
Invertasas,E1103,Baja,---,---,/2016/01/E1103.html
Lipasas,E1104,- - -,---,---,/2016/01/E1104.html
Lisozima,E1105,Media,---,---,/2016/01/E1105.html
Polidextrosas A y N,E1200,Baja,---,---,/2016/01/E1200.html
Polivinilpirrolidona/ PVP,E1201,Alta,---,---,/2016/01/E1201.html
Polivinilpolipirrolidona/ PVPP,E1202,Alta,---,---,/2016/01/E1202.html
Alcohol Polivinílico/ PVA,E1203,Media,---,---,/2016/01/E1203.html
Pululano,E1204,Baja,---,---,/2016/01/E1204.html
Copolímero de Metacrilato Básico,E1205,- - -,---,---,/2016/01/E1205.html
Copolímero de Acetato de Vinilo,E1208,Alta,---,---,/2016/01/E1208.html
Copolímero de Injerto/ PVA-PEG,E1209,Media,---,---,/2016/01/E1209.html
Dextrinas,E1400,Media,---,---,/2016/01/E1400.html
Almidón Ácido,E1401,Media,---,---,/2016/01/E1401.html
Almidón Alcalino,E1402,Media,---,---,/2016/01/E1402.html
Almidón Blanqueado,E1403,Media,---,---,/2016/01/E1403.html
Almidón Oxidado,E1404,Media,---,---,/2016/01/E1404.html
Almidón Enzimático,E1405,Media,---,---,/2016/01/E1405.html
Fosfato de Monoalmidón,E1410,Media,---,---,/2016/01/E1410.html
Fosfato de Dialmidón,E1412,Media,---,---,/2016/01/E1412.html
Fosfato de Dialmidón Fosfatado,E1413,Media,---,---,/2016/01/E1413.html
Fosfato de Dialmidón Acetilado,E1414,Media,---,---,/2016/01/E1414.html
Almidón Acetilado,E1420,Media,---,---,/2016/01/E1420.html
Adipato de Dialmidón Acetilado,E1422,Media,---,---,/2016/01/E1422.html
Hidroxipropil de Almidón,E1440,Media,---,---,/2016/01/E1440.html
Glicerona de Dialmidón Hidroxipropilado,E1441,Media,---,---,/2016/01/E1441.html
Fosfato de Dialmidón Hidroxipropilado,E1442,Media,---,---,/2016/01/E1442.html
Octenil Succinato Sódico de Almidón,E1450,Media,---,---,/2016/01/E1450.html
Almidón Oxidado Acetilado,E1451,Media,---,---,/2016/01/E1451.html
Octenil Succinato Alumínico de Almidón,E1452,Media,---,---,/2016/01/E1452.html
Hidrocarbonos Bencilados,E1501,- - -,---,---,/2016/01/E1501.html
Butanodiol,E1502,- - -,---,---,/2016/01/E1502.html
Aceite de Ricino,E1503,- - -,---,---,/2016/01/E1503.html
Acetato de Etilo,E1504,- - -,---,---,/2016/01/E1504.html
Citrato de Trietilo,E1505,Media,---,---,/2016/01/E1505.html
Alcohol Etílico,E1510,- - -,---,---,/2016/01/E1510.html
Monoacetato de Glicerol,E1516,- - -,---,---,/2016/01/E1516.html
Diacetato de Glicerilo,E1517,Alta,---,---,/2016/01/E1517.html
Triacetato de Glicerilo,E1518,Alta,---,---,/2016/01/E1518.html
Alcohol Bencílico,E1519,Media,---,---,/2016/01/E1519.html
Propilenglicol,E1520,Media,---,---,/2016/01/E1520.html
Polietilenglicol,E1521,Alta,---,---,/2016/01/E1521.html
Lignosulfonato de Calcio,E1522,- - -,---,---,/2016/01/E1522.html
